GENE	TCGA-04-1348	TCGA-04-1357	TCGA-04-1362	TCGA-04-1364	TCGA-04-1365	TCGA-04-1514	TCGA-04-1519	TCGA-09-0364	TCGA-09-0366	TCGA-09-0367	TCGA-09-0369	TCGA-09-1662
XPNPEP2	0.0528	0.1936	0.1337	0.0641	0.0445	0.0744	0.0276	0.0468	0.0203	0	1.9252	0.1235
XPNPEP3	3.1723	2.8696	3.2989	3.2017	2.5616	3.0596	2.8347	2.3541	2.7675	2.4512	3.2719	2.1989
XPO1	6.8003	6.6416	7.0572	6.8157	7.0588	7.4605	6.9282	7.2799	7.2603	4.994	7.0454	7.2057
XPO4	2.5411	1.9011	3.2838	2.3771	2.7917	2.8874	2.4037	2.3635	1.8116	1.0858	1.8876	3.0587
XPO5	4.2974	4.0215	4.3	5.0766	4.1807	5.7433	3.7754	5.7696	4.1302	3.4129	5.6466	5.2545
XPO6	5.5341	5.0513	5.3474	4.6643	5.5275	5.61	5.4383	6.0865	5.3426	4.1368	6.0455	6.009
XPO7	4.3495	4.2185	5.2522	4.7806	4.8236	5.4338	5.5967	5.5952	4.3653	3.389	5.781	4.6102
XPOT	5.2819	4.3178	4.8808	5.0251	5.4645	5.7085	5.5383	4.5851	4.5735	4.0578	4.9943	5.4779
XPR1	4.5921	5.6194	6.5649	5.1542	5.6671	7.2669	5.3538	3.744	4.0075	3.6183	3.4008	5.2159
XRCC1	6.2726	4.777	4.55	5.019	5.1998	5.487	5.5576	6.9628	4.9002	4.6366	6.0327	5.6375
XRCC2	2.2467	0.9462	2.6503	2.4875	2.0925	3.2638	1.1732	2.4059	1.037	0.5805	1.5876	2.5859
XRCC3	4.7643	3.2479	4.0117	3.9775	4.5516	5.0207	3.5262	5.1505	3.5779	1.8189	4.6421	5.6582
XRCC4	3.8746	2.5517	2.1798	3.7389	3.2756	3.9923	2.2551	2.3652	2.61	2.383	2.9728	2.541
XRCC5	7.8061	6.7716	7.4577	7.6753	7.7016	8.4724	7.7494	7.8117	6.997	6.5849	7.1829	7.843
XRCC6BP1	3.22	2.9207	4.1903	3.7605	4.3795	3.7058	3.978	2.6826	3.3753	3.0096	3.5158	3.1067
XRCC6	7.2207	6.7752	7.2883	7.5013	7.3843	7.027	6.7751	7.9677	7.8287	6.7775	7.6095	7.392
XRN1	2.7107	3.3003	3.8612	2.6406	2.7516	3.1712	2.5558	2.6652	2.4983	1.3172	2.1041	2.627
XRN2	5.2112	4.8955	5.3919	6.8712	5.7434	7.0656	4.6042	5.8412	5.5046	4.6886	5.8561	5.8913
XRRA1	3.2971	2.5676	5.084	2.6497	3.3567	3.9227	2.9618	3.6959	1.5931	2.7478	2.8102	3.3879
XYLB	1.526	2.1272	1.6524	2.4479	0.8489	2.0093	0.8647	3.4432	1.5902	1.35	1.4029	2.4641
XYLT1	0.2245	0.4539	0.5909	0.3283	0.1255	2.2479	0.1069	4.0173	0.7532	0.093	0.2996	0.899
XYLT2	3.834	4.165	4.4085	3.4432	4.3341	4.4589	3.7905	3.8762	4.7901	3.3151	4.9303	3.4417
YAF2	2.556	2.7189	3.633	2.3664	2.9976	3.4066	2.8042	2.6988	3.0377	1.8399	2.1494	2.7107
YAP1	4.9838	5.3431	5.6007	5.6766	4.6188	6.4526	6.9288	6.2969	4.0009	4.6419	5.1275	6.4533
YARS2	4.9155	3.7824	4.494	3.8208	4.3316	4.7687	4.273	4.6817	4.1368	3.9747	4.7405	4.0621
YARS	5.8986	4.4871	4.7681	5.4475	6.5014	5.2116	5.8196	5.2378	5.6459	5.2187	5.4337	4.9528
YBX1	9.3928	8.5678	8.7429	9.0958	9.1424	8.7934	9.322	9.9175	8.4548	8.7517	8.7037	9.9226
YBX2	2.3532	2.203	4.7701	3.3052	3.102	4.346	3.4574	2.5925	3.3889	0.8155	3.4716	3.2033
YDJC	5.5691	5.6033	5.3019	6.4045	5.3625	4.9985	5.234	5.7101	5.8624	6.8256	6.4759	6.8252
YEATS2	4.6207	3.2412	4.7354	4.3209	4.9755	6.1438	4.3126	5.498	3.7317	2.6417	5.216	4.6335
YEATS4	5.7077	5.0286	5.4213	5.3053	5.4251	5.7654	5.2108	6.4192	4.6372	3.9094	5.6541	5.3431
YES1	4.1541	3.5303	4.9766	3.4295	4.4921	4.2329	3.7011	4.5806	3.8978	3.1723	3.9919	4.3519
YIF1A	7.266	6.8183	7.6833	7.2385	7.0407	6.5115	7.0844	6.9401	6.2976	7.8445	8.098	7.0385
YIF1B	6.482	5.3125	6.024	5.7617	5.309	6.5083	4.4267	6.7305	5.8498	5.686	7.6277	5.4916
YIPF1	5.4426	4.7363	5.0879	4.8336	4.7856	4.7812	4.8135	4.2805	5.1691	4.3754	3.9288	4.8248
YIPF2	6.48	5.7405	5.8944	6.793	6.7131	6.9692	7.932	6.7373	6.747	6.7547	6.6068	6.3873
YIPF3	7.908	8.4135	8.3552	8.0635	7.5407	8.2282	7.4203	8.1036	7.8974	7.4198	8.7721	8.4103
YIPF4	5.0657	4.3271	4.7646	5.1391	5.3288	5.1223	4.8573	5.6273	5.9217	5.4968	5.5016	5.2957
YIPF5	4.6893	4.9683	4.253	4.1899	4.5685	5.3906	3.8896	4.4904	3.8628	4.358	4.3687	4.7374
YIPF6	4.3297	4.3044	4.6135	4.0564	4.6073	4.8844	4.2602	3.7575	4.6081	3.7128	3.6057	4.1781
YIPF7	0	0.0679	0	0	0	0.069	0	0	0.0365	0	0	0
YJEFN3	2.5962	1.2745	3.3275	3.1885	2.5129	5.0214	3.2725	3.4188	3.8415	2.0287	3.236	1.6581
YKT6	5.5684	4.821	5.2646	5.8374	5.8356	5.684	5.6762	6.0329	5.5881	5.0515	6.1602	5.4875
YLPM1	3.3608	3.3004	3.449	3.4461	3.1941	5.3936	4.5633	4.8917	3.4482	2.565	3.9537	4.4348
YME1L1	5.8382	5.4839	5.4375	5.8084	5.9307	6.6677	6.1673	5.0927	5.2971	5.7105	5.7997	6.0094
YOD1	1.4449	2.339	1.9474	2.5792	1.781	3.0831	2.1979	2.7245	1.8599	1.2965	1.7432	2.2811
YPEL1	1.7318	2.1905	2.5944	2.7709	2.2019	2.5631	1.9043	3.1555	2.7059	2.0869	2.9824	2.3724
YPEL2	1.5725	3.2544	3.3935	2.446	3.3497	3.1256	2.6293	1.3541	2.8898	1.9072	3.0527	3.2679
YPEL3	7.5447	7.8592	7.617	7.6639	6.9654	7.3415	7.7355	6.8284	9.0174	8.2289	7.1103	6.9689
YPEL4	0.7736	0.6063	0.41	0.501	1.114	0.8775	1.6501	1.0093	0.7338	0.3918	1.7506	0.3709
YPEL5	4.7785	5.8797	5.8126	6.2717	5.3588	5.9088	5.8867	5.3342	6.4036	6.0541	5.9448	5.4169
YRDC	4.2924	3.6922	4.3051	3.9368	4.6943	4.4064	3.8587	5.557	4.6831	4.0871	4.6362	3.9823
YSK4	0.0193	0.2297	0.4008	1.2938	0.8567	0.5957	0.0135	0.1308	0.6985	0.1197	0.0099	0
YTHDC1	4.0578	3.847	4.5597	4.3754	4.2879	4.9334	4.6457	4.3878	3.7609	3.0227	3.6016	4.0669
YTHDC2	2.7481	3.1419	2.366	2.458	1.9268	3.2693	1.5964	2.8663	2.0625	1.4292	2.4441	2.786
YTHDF1	5.669	4.7697	5.6215	6.0258	4.6761	6.115	5.023	6.1207	5.1378	4.3491	5.4879	5.7501
YTHDF2	5.6747	4.94	5.4685	5.6952	5.9912	6.1966	5.0189	5.6596	5.589	4.7442	4.6672	5.2701
YTHDF3	4.1482	4.3151	5.7523	4.9847	5.0744	4.8979	4.8186	4.9104	4.0068	3.6035	4.3592	4.8185
YWHAB	8.3138	7.514	7.0598	8.5776	7.5057	8.6132	7.5166	7.9274	8.6647	7.037	7.1326	7.0863
YWHAE	8.5258	8.4314	9.0967	9.2325	9.0465	9.4302	8.9255	8.9606	9.0776	8.2132	9.0113	9.2979
YWHAG	6.2353	5.5784	5.0923	6.7544	6.3655	7.2151	6.2188	6.6119	5.4985	4.6257	6.1526	6.0222
YWHAH	7.182	7.4637	7.2807	7.3841	5.9646	6.006	5.9185	5.9717	7.9793	5.9794	7.2887	6.7406
YWHAQ	7.8085	7.2557	7.9007	9.0461	8.68	8.9962	8.0603	9.0189	8.0712	8.2103	9.516	8.2908
YWHAZ	8.496	8.9418	10.0711	9.2643	9.5527	8.6434	8.8078	8.5639	8.2849	8.5309	7.9092	9.1609
YY1AP1	5.6531	5.8731	5.4669	5.6183	5.6945	6.4329	5.9696	6.3348	5.6141	5.7167	6.1408	6.1484
YY1	5.8334	5.1875	6.0384	5.4485	5.515	6.7923	6.4216	5.9983	5.4735	4.5728	5.7319	6.44
YY2	1.9027	1.5639	1.9156	0.6448	1.9351	1.4301	1.8033	0.7902	1.1202	0.2552	0.7195	1.7657
ZACN	0.0229	0.0496	0.1133	0.5285	0.0934	0.1871	0.0972	0.2263	0.0541	0	0.2214	0.0757
ZADH2	2.7345	3.1309	4.4516	2.3508	2.5634	4.4909	3.4578	3.9409	3.2788	2.7205	3.4755	3.7343
ZAK	3.2552	3.1248	3.7463	3.5167	3.9049	4.6293	2.3599	3.2494	2.1782	1.9589	2.9817	3.7399
ZAN	0	0	0.0042	0.0404	0	0.0223	0.038	0	0	0	0	0
ZAP70	2.1258	3.0346	0.5804	0.1703	1.9003	0.4739	0.0969	0.4243	1.3156	0.0837	0.4596	1.6382
ZAR1L	0.0746	0.0562	0	0	0.1443	0	0.046	0	0.0228	0	0	0
ZAR1	0.0189	0	0	0.0632	0	0.263	0	0	0	0	0.0973	0
ZBBX	0.16	0.2333	1.1519	1.1939	1.4269	2.515	0.5656	1.4433	0.5261	0.203	0.2154	0
ZBED1	4.941	3.7569	4.8277	5.3518	4.468	4.5982	3.9535	4.9894	4.6064	2.3323	4.2619	5.1798
ZBED2	4.3822	3.9151	5.7809	0.4377	2.7383	0.2562	5.8727	2.3752	3.5897	5.1477	2.0781	6.2068
ZBED3	2.9825	2.1887	1.78	4.3206	2.3137	5.3491	3.423	5.2898	2.5142	1.463	3.2495	3.1107
ZBED4	3.1374	2.0305	2.9866	2.8429	2.559	3.1412	2.8999	3.3007	2.5707	1.6575	3.5545	3.1682
ZBED5	4.3851	4.0913	4.3652	4.8966	4.5824	5.3723	5.6328	4.8622	4.2448	3.213	4.1388	4.8739
ZBP1	1.8614	3.0316	1.0405	0.2162	2.4768	1.0906	0.7007	0	2.2568	0.6762	0.0737	1.0661
ZBTB10	3.0672	3.997	4.08	4.0013	3.9797	3.7536	4.0756	5.6345	2.5915	1.5511	2.6422	3.2979
ZBTB11	3.0433	3.2811	3.5638	3.3502	3.0595	3.5908	3.4328	3.2805	3.3456	2.2786	2.8632	3.2777
ZBTB12	4.3278	3.8182	3.4825	4.057	3.6706	5.7462	4.4403	4.8771	3.3979	1.753	3.7765	5.009
ZBTB16	1.4703	1.9485	0.4831	0.5517	0.3997	0.8104	0.3669	0.1158	1.7356	0.233	0	0.2743
ZBTB17	4.4391	3.7335	3.4567	4.0753	4.1802	4.2812	3.3233	4.9355	4.2237	2.7382	5.2965	3.4344
ZBTB1	3.3207	3.5801	3.8084	3.6654	3.8459	5.2041	4.543	4.1289	3.8405	2.5731	3.6752	4.1625
ZBTB20	1.1715	2.0384	1.7896	0.7711	1.4688	2.0738	2.1647	1.0933	1.749	0.5532	0.8192	1.3534
ZBTB22	3.3936	4.638	4.2715	4.3297	3.7111	4.8593	3.6452	4.9815	4.4352	3.6535	4.4631	4.5298
ZBTB24	1.9723	2.5217	3.1571	2.5686	2.7939	3.0631	2.2244	4.0705	2.3059	1.4668	2.1772	2.5634
ZBTB25	2.659	2.1796	1.9439	1.8624	2.2044	3.5207	3.3672	2.5638	2.3776	2.2069	2.7386	2.6966
ZBTB26	1.8049	1.9799	2.1396	1.6241	2.1121	3.3175	1.9064	2.9384	2.9831	1.5481	1.9177	3.271
ZBTB2	3.1448	2.8919	3.4988	4.1452	4.0671	4.0941	2.7759	3.3925	3.3819	2.226	2.9071	3.6932
ZBTB32	0.9482	0.6562	0.1645	0.0516	0.5152	0.4424	0.2568	0.2629	0.7302	0.0459	0.0404	0.4708
ZBTB33	3.7445	4.1394	5.0473	4.7348	3.8295	5.6543	4.5477	3.6455	3.7691	3.8279	3.2948	4.2352
ZBTB34	1.4109	1.5229	2.0876	2.3239	1.8921	3.6576	1.6185	2.6642	2.427	1.0186	2.5049	2.3144
ZBTB37	0.9077	0.9422	0.5952	0.3399	0.904	1.1569	0.487	1.5256	1.2078	0.6291	0.8714	1.0367
ZBTB38	4.2003	3.9597	5.2724	3.1903	3.0612	3.7691	3.7918	3.2851	3.5741	2.8892	2.6614	3.835
ZBTB39	2.4545	2.5504	3.2683	2.9691	2.2054	4.3772	2.75	4.1564	2.5285	1.3311	3.0584	3.1374
ZBTB3	2.0469	2.1811	2.6718	2.0547	2.1953	2.3264	2.201	2.7493	1.3022	1.8659	2.4052	2.6966
ZBTB40	1.8951	2.5232	2.7792	2.1323	2.5091	4.0904	1.4832	3.9115	3.0593	1.7013	3.7987	2.9664
ZBTB41	1.3766	2.641	1.9554	1.9054	2.0326	3.2085	2.6442	1.7447	1.8162	1.2995	1.7736	2.8671
ZBTB42	3.837	4.968	3.2984	3.1836	4.23	4.4663	3.9043	3.3905	4.4279	3.2692	3.9939	4.6456
ZBTB43	2.0354	1.6512	2.6772	1.7034	2.2611	3.0712	1.8165	1.6964	1.9319	1.1515	1.4983	2.7386
ZBTB44	3.1706	4.3578	5.6091	3.6564	4.5184	3.3367	4.4152	4.4505	3.0912	3.5353	3.077	5.2231
ZBTB45	3.6025	4.6148	4.148	4.5509	3.7422	5.4578	4.6011	5.993	5.297	4.7952	6.6576	5.2871
ZBTB46	2.9567	3.5996	4.119	3.9581	3.222	4.0214	4.0985	4.6517	4.0654	2.273	4.2093	4.4417
ZBTB47	3.1751	3.1529	3.5936	2.7794	1.6431	3.5504	4.2776	3.5027	4.239	2.6372	2.8625	3.6806
ZBTB48	3.6439	3.5388	4.2313	3.5013	3.7093	4.0464	3.3351	4.0379	4.4142	3.0383	4.6254	3.4671
ZBTB49	1.2958	2.0476	1.7306	2.5168	2.1233	2.6255	2.6479	2.3637	2.0949	1.3083	2.4384	2.2703
ZBTB4	4.2453	5.0836	4.5914	3.0528	3.8284	5.2065	4.9351	3.9033	4.5112	3.5762	3.7925	4.8665
ZBTB5	2.9524	2.864	2.9768	3.4176	3.9525	5.1613	3.3085	4.0395	2.9966	2.3561	3.7764	4.2092
ZBTB6	2.3721	2.8354	2.6893	2.7201	3.1825	3.8163	2.2471	2.4062	2.9993	1.641	2.1868	3.5451
ZBTB7A	4.4661	5.0748	5.3288	3.1416	4.3648	4.1016	4.6617	3.7634	4.2403	3.1766	3.0853	5.5626
ZBTB7B	5.0775	5.7473	5.0826	4.8029	5.5192	5.8121	5.1787	4.7721	6.0381	4.8158	4.9128	5.2353
ZBTB7C	4.5293	4.7575	4.9595	5.1577	5.6778	5.4483	4.0411	4.5952	4.7725	5.1658	6.421	6.17
ZBTB8A	2.4769	1.2737	1.7211	2.4213	2.6016	2.943	2.4582	2.4165	2.7001	1.5218	2.2729	2.3219
ZBTB8B	0.1383	0.0142	0.3029	1.631	0.3364	1.8078	1.2517	0.6594	0.1081	0.0126	1.0292	0.4362
ZBTB8OS	5.2466	4.806	4.2466	4.4851	5.833	4.3316	4.5022	3.5424	5.0539	5.0058	4.5207	3.8221
ZBTB9	3.776	4.5095	4.2075	4.6622	3.8121	4.8899	2.9691	4.6634	4.1969	3.4498	4.1774	4.9999
ZC3H10	2.8969	3.1987	3.3363	3.2557	3.158	3.6522	3.2503	2.5986	3.5459	2.692	2.7875	3.6183
ZC3H11A	4.8774	5.4413	5.0291	5.1008	5.6139	6.3657	5.7244	5.1574	4.8529	4.0847	5.0736	5.7479
ZC3H12A	4.2672	3.5684	4.4612	2.7075	4.4251	2.7485	2.4433	2.8157	5.4028	3.7607	2.2004	3.8067
ZC3H12B	0.1397	0.1489	0.5528	0.3984	0.155	2.6466	1.1605	0.7075	0.1577	0.0447	0.0635	0.3108
ZC3H12C	0.8667	1.3845	1.7744	1.255	0.6852	2.1584	1.4868	1.062	0.8956	0.472	1.088	1.7615
ZC3H12D	0.477	0.9329	0.5002	0.1883	0.4863	0.0678	0.0558	0.1707	0.906	0.1206	0.518	0.7502
ZC3H13	4.9702	4.0818	4.994	5.5227	3.9304	5.84	5.2635	5.2983	3.3414	2.8385	3.7167	4.7651
ZC3H14	3.7025	3.7392	4.7339	4.2066	4.0363	5.8376	4.7183	5.1498	4.6978	3.5111	4.3763	5.3092
ZC3H15	6.1094	5.3285	6.0539	6.0528	5.8261	6.109	5.797	5.3928	4.8794	4.8853	4.8295	5.8498
ZC3H18	5.4049	4.7103	3.9267	5.0365	4.3911	6.0643	5.1125	6.0522	4.6344	4.0323	5.4941	4.4375
ZC3H3	4.9824	5.2904	6.3715	5.741	5.3868	4.9386	5.1596	5.5436	4.5657	4.2402	4.8373	5.9353
ZC3H4	3.8665	4.2985	3.9939	4.0803	3.9691	5.074	4.4277	5.0447	4.0718	3.2227	4.6222	4.5602
ZC3H6	1.0183	1.6355	0.5979	0.7932	1.3106	2.2911	2.1702	1.7516	1.3493	0.6587	1.2705	1.59
ZC3H7A	4.636	4.0394	3.7847	4.0021	4.4482	4.7059	4.6806	4.8445	4.3757	2.7773	3.7403	4.1418
ZC3H7B	4.0046	4.9282	4.6016	4.7139	4.0786	4.7424	4.5608	5.7338	4.5763	3.6773	5.2207	5.1488
ZC3H8	3.0689	2.2194	2.1866	3.4653	3.0598	4.4612	4.1924	3.0284	2.1545	1.7848	3.9059	3.0905
ZC3HAV1L	1.9999	2.2174	1.9984	2.4054	1.7988	4.0373	2.2709	3.1346	1.4105	1.6329	2.707	3.0663
ZC3HAV1	3.6601	4.1609	3.9567	3.7002	4.7763	4.7751	3.6815	3.2046	3.7705	2.7879	2.4308	4.6488
ZC3HC1	4.7927	3.4491	3.9725	4.7201	4.0197	5.2103	4.4541	4.8116	4.0906	3.3346	5.7553	4.1549
ZC4H2	2.3559	1.8382	1.8141	3.3937	0.6135	5.5222	4.5901	4.0105	0.902	1.0879	3.7064	2.7951
ZCCHC10	4.9776	4.4995	4.4529	4.6481	3.9673	4.7433	3.4503	4.2577	3.5025	4.5359	4.3405	4.2307
ZCCHC11	3.695	3.4051	4.1275	3.9339	3.3806	4.8832	4.7024	3.8339	3.8676	2.2348	3.5403	4.1568
ZCCHC12	0.2212	0.0783	0.2748	1.3986	0.3702	3.2381	1.6426	0.2904	0.2075	0.0588	2.5762	0.213
ZCCHC13	0	0	0	0	0	0.0595	0	0	0	0	0	0
ZCCHC14	2.259	3.1178	2.3882	2.6485	2.5547	5.2214	4.1011	5.3839	2.8673	2.9096	3.6466	3.6333
ZCCHC16	0	0	0	0	0	0.0144	0.0158	0.0179	0	0	0	0
ZCCHC17	5.8015	4.9468	5.4685	5.4501	5.7962	5.64	5.6298	4.4711	5.612	4.6303	5.1128	4.9774
ZCCHC18	0.2552	0.2465	0.724	1.4767	0.162	2.5865	0.8106	1.6233	0.0963	0.0085	1.365	0.4064
ZCCHC24	1.386	2.1997	2.0301	1.9332	1.7881	3.8376	2.5246	2.5971	2.5844	0.6115	3.781	2.778
ZCCHC2	2.3994	2.7653	2.1858	1.9692	2.4034	3.8168	2.4257	2.0773	2.6158	1.5595	2.3595	3.3724
ZCCHC3	4.3628	3.6676	4.9639	7.1133	4.5604	6.5879	6.1215	5.2719	4.4261	3.7817	6.2745	4.9769
ZCCHC4	2.2216	1.7972	2.0294	3.0142	2.1323	2.5609	2.511	2.7331	2.2128	1.4953	2.5531	1.7616
ZCCHC5	0.0291	0.2422	0	0	0	0	0	0	0.0174	0	0.0635	0.1129
ZCCHC6	3.364	2.9457	4.1107	3.0124	3.2615	3.1146	2.1617	1.9182	3.3604	1.9421	2.2188	3.5869
ZCCHC7	3.9882	3.8905	3.3119	4.2156	3.8127	5.0656	3.5429	3.291	3.2582	3.1002	3.0658	4.198
ZCCHC8	4.4844	3.6752	4.5429	3.9863	4.5254	4.512	4.1668	4.3876	4.2785	2.3456	4.0246	3.2976
ZCCHC9	4.9738	4.3142	4.8153	5.6665	4.0945	5.0566	4.1339	3.7938	3.5493	3.0962	4.0697	3.491
ZCRB1	5.9435	6.0958	7.0956	6.3838	6.3634	6.2904	5.885	6.4747	6.2142	5.6755	5.1297	5.4792
ZCWPW1	1.2242	1.8893	2.2439	0.8473	2.2063	2.757	2.435	1.7078	2.1307	1.7921	1.3958	1.3991
ZCWPW2	0.5134	0.3725	0.5929	0.5455	0.262	1.1796	0.6013	0.553	0.4974	0.226	0.2144	0.2001
ZDBF2	0.9726	0.2565	1.9267	1.6451	0.0535	0.2905	1.0789	2.4191	0.0779	0.0553	0.0322	1.2045
ZDHHC11	0.6817	0.4053	2.6372	3.1153	1.3295	3.6304	1.4063	0.0906	2.3625	0.566	0.365	2.4294
ZDHHC12	6.8922	5.6684	5.8428	6.7067	7.6056	6.2555	5.9452	6.2033	7.1019	6.8593	7.2562	5.7404
ZDHHC13	4.6312	2.9122	4.5234	4.4291	4.4766	4.5174	3.7406	3.903	4.1738	3.4136	3.8354	4.8673
ZDHHC14	1.7642	2.6151	2.153	3.4339	2.3745	3.7861	2.1502	2.6688	2.3484	1.8533	3.2989	3.135
ZDHHC15	2.1719	0.2865	0.6324	1.3347	0.0495	3.1679	2.5812	1.1467	0.1639	0.0208	1.8556	1.5633
ZDHHC16	6.168	4.7284	5.6977	5.287	5.7641	5.5702	5.2128	5.1803	5.0804	4.2321	5.669	5.3113
ZDHHC17	2.3414	1.9801	3.1607	2.6001	3.1164	4.101	3.2799	3.0162	3.5155	1.3907	3.2254	2.6513
ZDHHC18	4.4031	3.7802	4.4987	3.8138	4.4808	4.7596	3.9167	4.3208	4.7886	3.5919	4.6284	4.1107
ZDHHC19	0.5866	0.1322	0.8236	2.9488	0.5942	0.1007	0.7455	0.6469	0.2987	0.0425	0.3167	0.1857
ZDHHC1	2.813	4.2793	3.4311	4.8423	2.7472	4.3699	3.71	3.522	4.423	3.3939	4.3333	3.959
ZDHHC20	3.0403	2.3634	4.3166	2.5182	4.4778	4.0959	4.0093	3.6758	3.1865	2.1915	2.3157	4.0202
ZDHHC21	2.8221	2.1861	2.426	2.2496	2.7919	3.4062	1.5202	2.0614	2.5135	1.803	1.7838	2.1861
ZDHHC22	0.0223	0	0.1308	0.4665	0	3.0502	0.0135	0.3063	0.0066	0.0075	0.8604	0.053
ZDHHC23	2.7267	1.8668	2.7143	2.9305	2.0696	2.9011	1.9198	2.9185	2.1353	1.3969	2.4848	2.4936
ZDHHC24	4.7134	5.2503	4.8929	4.0124	4.095	3.5013	3.9652	4.4304	4.6868	5.3284	4.7036	5.0834
ZDHHC2	1.99	1.8222	3.0339	2.9489	2.8569	3.9573	4.3105	3.0305	3.0014	2.2185	3.3419	3.4692
ZDHHC3	4.0125	3.3405	4.1238	3.8655	3.0552	4.0328	3.8519	4.584	4.02	3.1376	3.8908	4.7466
ZDHHC4	5.9029	5.5789	5.2695	6.4858	6.1708	6.191	6.5453	5.9404	6.2068	6.6489	6.5195	6.5153
ZDHHC5	6.0598	5.4362	6.0254	5.143	5.792	5.4466	5.7936	5.4203	4.2028	4.4755	5.8189	6.206
ZDHHC6	5.3462	4.1866	4.7667	4.8348	5.0077	5.4046	4.8098	4.243	4.3667	3.4132	4.6227	5.234
ZDHHC7	3.7472	4.5173	4.0014	3.5791	3.9923	5.6015	4.989	5.5463	4.5562	4.1174	4.7136	4.7214
ZDHHC8P1	0.3767	1.5116	1.3548	1.5146	1.3283	2.8638	4.7602	3.0609	0.4987	1.6476	0.0771	2.2335
ZDHHC8	3.7218	4.2345	4.1435	4.8556	2.9113	4.2832	4.1156	5.2236	4.8174	4.4101	5.682	5.0376
ZDHHC9	5.1955	4.8753	5.6819	5.0324	4.9834	6.1383	5.9529	4.5654	4.8206	6.0019	5.2384	5.8413
ZEB1	1.5016	2.1347	1.1923	1.3779	1.2976	2.3587	0.9267	1.4134	0.9977	0.2015	2.491	1.8194
ZEB2	2.9213	3.3595	1.8464	1.5169	2.8612	2.3443	0.9338	1.6311	3.1537	1.0301	2.4195	3.5041
ZER1	4.5103	4.4005	5.21	4.6284	5.1002	5.784	4.5957	4.8521	6.0214	4.5356	5.1274	4.5798
ZFAND1	4.8925	5.0148	5.2032	5.5905	5.6984	5.0992	4.9509	4.8064	4.1894	3.4723	4.1483	5.1518
ZFAND2A	4.7557	4.9054	4.4809	4.2509	4.649	4.462	5.7726	4.4865	5.0104	4.872	4.8665	4.8609
ZFAND2B	4.3431	4.2442	5.0306	4.736	5.4127	4.5171	4.6063	5.0259	5.4905	4.9898	4.6333	4.4657
ZFAND3	5.2521	5.9007	6.1032	5.5725	5.3694	6.5531	4.7184	6.2294	5.582	4.4923	5.397	6.1457
ZFAND5	5.1167	5.6207	6.9837	5.0032	5.1582	5.7468	4.5633	4.9611	5.8025	4.8286	4.9381	6.0204
ZFAND6	5.9151	6.0113	6.1195	5.9037	5.4737	5.6163	5.3292	5.622	6.388	5.016	6.339	5.9633
ZFATAS	0.0146	0	0.1312	0.2064	0	0	0.0679	0	0.0291	0	0.0694	0
ZFAT	4.3455	2.9156	3.9444	3.653	3.7758	3.4021	3.412	3.4493	3.0827	4.7	2.6969	3.495
ZFC3H1	3.1721	3.6145	3.1581	2.2834	2.5943	3.3719	2.9124	3.3848	2.6255	1.5463	2.335	3.2223
ZFHX3	3.0578	2.8595	3.0654	3.2447	2.5639	5.2198	4.8356	4.6089	2.7842	1.7359	3.5488	3.2049
ZFHX4	0.0733	0.149	0.1177	0.0452	0.0474	0.6285	0.487	0.8769	0.0573	0.1154	1.5222	0.5926
ZFP106	3.0753	3.6171	3.42	3.6103	3.7745	4.0017	2.8227	4.3919	3.9262	2.6887	3.5632	4.3696
ZFP112	1.9166	1.3576	1.3486	1.1231	1.0341	2.5184	1.417	2.4944	0.881	0.5897	1.6939	2.334
ZFP14	1.8625	1.8894	2.0422	1.2984	0.8769	3.2431	1.3405	2.4985	1.7847	0.7752	1.6954	1.9806
ZFP161	2.6811	2.9612	2.2127	2.5281	3.0134	3.6348	2.791	3.277	2.8146	2.1995	3.1324	3.3561
ZFP1	2.9372	2.8112	1.8922	3.1402	2.5934	4.4561	3.7202	4.0469	2.1032	1.1395	3.4001	2.3197
ZFP28	1.4742	1.8951	2.0907	1.7798	1.3062	3.3985	1.6569	2.5444	1.4446	0.7736	1.3204	2.3751
ZFP2	0.5234	1.4487	1.6642	1.34	0.432	2.6646	1.5152	1.4904	1.2162	0.4605	0.4351	1.132
ZFP30	2.1029	1.9304	1.9429	1.9097	1.2218	3.4683	1.2537	3.0843	1.6616	0.6455	1.9954	2.1805
ZFP36L1	8.399	8.0395	9.5369	8.2596	8.1472	10.0515	8.9506	8.2006	9.0259	7.3848	7.5593	8.9463
ZFP36L2	6.0557	7.4192	6.9218	7.929	6.5375	8.5145	8.0609	7.9299	8.446	6.7428	5.3206	8.3445
ZFP36	9.113	6.82	8.5349	6.5883	6.4039	8.5556	6.714	4.6473	8.7184	7.3433	6.3122	6.6827
ZFP37	1.4544	0.7169	1.3064	1.552	0.1166	2.5465	1.472	1.6942	1.4018	0.2101	1.908	1.8337
ZFP3	2.2473	2.4964	3.3286	2.5753	2.4119	3.6518	2.0719	1.8098	2.2674	1.5884	2.2405	2.8821
ZFP41	3.0388	3.5369	4.2029	3.4646	3.3235	3.4372	2.9193	3.6988	2.3208	2.3818	2.8278	4.5266
ZFP42	0	0	0.3979	0	0	2.9835	0.9861	3.0007	0	0.0819	0	0.6864
ZFP57	0.7968	0.0315	0.1368	0.0477	1.0316	0.0826	0	0.3086	0.062	0.1231	0.0188	0.6051
